iter	Logloss
574	0.1916861903
575	0.1915567843
576	0.191428385
577	0.1912562847
578	0.1911372508
579	0.1909643449
580	0.1908889377
581	0.1907514417
582	0.1906139342
583	0.1905468527
584	0.1904668095
585	0.1903051397
586	0.1901222383
587	0.1899935372
588	0.1898800138
589	0.1897850344
590	0.189678937
591	0.1895730656
592	0.1894867209
593	0.1893766671
594	0.1892647187
595	0.1891344445
596	0.1890396322
597	0.1889404092
598	0.1888366236
599	0.1887534224
600	0.1886406646
601	0.1885380037
602	0.188446785
603	0.1883511761
604	0.1882913901
605	0.1882061448
606	0.1881321895
607	0.1880272212
608	0.1878933119
609	0.1878134353
610	0.1877146705
611	0.1875930955
612	0.1874885124
613	0.1873840752
614	0.1872517696
615	0.1871180852
616	0.1870366788
617	0.1869497677
618	0.1868800406
619	0.1867907884
620	0.1866770354
621	0.1865188607
622	0.1864104594
623	0.1863398465
624	0.1862463194
625	0.1861883019
626	0.1861163068
627	0.1859946246
628	0.1858812706
629	0.1857701337
630	0.1857120995
631	0.1856308224
632	0.1855325822
633	0.1853863334
634	0.1851996168
635	0.1850261879
636	0.1849587757
637	0.1847997467
638	0.1846734027
639	0.184501923
640	0.1843877389
641	0.1842319951
642	0.1841685799
643	0.1840296858
644	0.1839400768
645	0.1837312583
646	0.1836666696
647	0.1835382713
648	0.1834417321
649	0.183277174
650	0.1831870578
651	0.1830799038
652	0.1830074528
653	0.182899669
654	0.1827636016
655	0.1826840795
656	0.1825360014
657	0.1824018545
658	0.1823198099
659	0.1820448686
660	0.1819750414
661	0.1818547138
662	0.1817823565
663	0.1817150956
664	0.1816052692
665	0.1815069379
666	0.1814427371
667	0.1813909877
668	0.1813145772
669	0.1812011468
670	0.1811351322
671	0.1810752696
672	0.180964484
673	0.1808954038
674	0.1808184112
675	0.1807105476
676	0.1805803547
677	0.1804924226
678	0.1803812669
679	0.1803276617
680	0.1802729007
681	0.1801966328
682	0.1800834278
683	0.1799074349
684	0.1798399879
685	0.1797627429
686	0.179667972
687	0.179561204
688	0.1794313772
689	0.1793619577
690	0.1792072022
691	0.179139784
692	0.1790472687
693	0.1789687133
694	0.178831703
695	0.1787358615
696	0.1786244991
697	0.1785172861
698	0.1784206481
699	0.1783548058
700	0.1782416091
701	0.178176146
702	0.1780591915
703	0.1779762848
704	0.1778972327
705	0.1778239538
706	0.1777498444
707	0.1776584997
708	0.1775426965
709	0.1774550682
710	0.177395094
711	0.1772906539
712	0.1772413367
713	0.1771296188
714	0.1770160852
715	0.1769488926
716	0.1768799345
717	0.1767676619
718	0.1766379057
719	0.1764530377
720	0.1763223539
721	0.1762084377
722	0.1760693158
723	0.175902308
724	0.1757676473
725	0.1756727507
726	0.1756228342
727	0.1755227996
728	0.1754713172
729	0.1753021497
730	0.1752104254
731	0.1751112531
732	0.1750410692
733	0.1749549191
734	0.1749007736
735	0.1747766447
736	0.1746530781
737	0.1745653916
738	0.1745263255
739	0.1744229208
740	0.1743511663
741	0.1742544037
742	0.1741042657
743	0.173972682
744	0.1738861362
745	0.173828327
746	0.173760635
747	0.1737047223
748	0.1736304264
749	0.1734816725
750	0.1733864267
751	0.1733311956
752	0.1732245779
753	0.1731753181
754	0.1731061508
755	0.1730045271
756	0.1728910167
757	0.1727671631
758	0.172691811
759	0.172564978
760	0.1725081025
761	0.1724577594
762	0.1723685846
763	0.172294905
764	0.1722101972
765	0.1721147202
766	0.1720332509
767	0.1719480478
768	0.171879614
769	0.1717800032
770	0.171640577
771	0.1715493783
772	0.1714832938
773	0.1713720453
774	0.1712899472
775	0.1712237747
776	0.1711237271
777	0.1709713388
778	0.1708835355
779	0.1707752454
780	0.1707409447
781	0.1706538852
782	0.1705732241
783	0.1705190557
784	0.1704022345
785	0.1703305148
786	0.1702547856
787	0.1701326159
788	0.1700173849
789	0.1699393585
790	0.1698847204
791	0.1698068507
792	0.1696934336
793	0.1695714414
794	0.1695207743
795	0.1694445907
796	0.1693379269
797	0.1692453531
798	0.169145902
799	0.1690576368
800	0.1689627763
801	0.1689072362
802	0.1688439135
803	0.1687609436
804	0.168684628
805	0.1685861592
806	0.16851502
807	0.1682718603
808	0.1681877726
809	0.1681302861
810	0.1679964794
811	0.1679121783
812	0.1678255734
813	0.1677787773
814	0.1676051952
815	0.1675152485
816	0.1674225961
817	0.1673699401
818	0.1673126824
819	0.1671957978
820	0.167072445
821	0.1670253404
822	0.1669076442
823	0.1667917883
824	0.1667185165
825	0.1666498434
826	0.1665744531
827	0.1665188044
828	0.1664424501
829	0.1663239813
830	0.1662161087
831	0.1661133824
832	0.16606492
833	0.1660149772
834	0.1659722521
835	0.1659043256
836	0.1658223198
837	0.1657360943
838	0.1655746269
839	0.1655307605
840	0.1654687954
841	0.1654121765
842	0.1653360333
843	0.16522146
844	0.165148088
845	0.1650421804
846	0.1649542271
847	0.1648278843
848	0.1647122733
849	0.1646504425
850	0.1645942342
851	0.1645094778
852	0.1644488815
853	0.164393093
854	0.164307741
855	0.1642346785
856	0.164119824
857	0.1640290066
858	0.1639693719
859	0.1639012622
860	0.163805681
861	0.1636881661
862	0.1635628598
863	0.1634854875
864	0.1633694923
865	0.1633276101
866	0.1632463927
867	0.1631657832
868	0.1630607389
869	0.1629726664
870	0.1629187316
871	0.1628752705
872	0.162803767
873	0.1627362178
874	0.1625232376
875	0.1624098192
876	0.1623121246
877	0.1622345238
878	0.1621529306
879	0.1620801397
880	0.162003366
881	0.1619392823
882	0.1618876254
883	0.1618182728
884	0.1617635196
885	0.1616957668
886	0.1616472341
887	0.1615944779
888	0.1615298746
889	0.1614681915
890	0.1613885553
891	0.1613015309
892	0.1612526144
893	0.1611615081
894	0.1611015253
895	0.1610624602
896	0.1610050849
897	0.1609045788
898	0.1608456873
899	0.1607925838
900	0.1607353189
901	0.1606682578
902	0.1606047684
903	0.1605384488
904	0.1605003303
905	0.1604364057
906	0.1603787754
907	0.1602975804
908	0.1602080828
909	0.1601069321
910	0.1600112444
911	0.1599560565
912	0.1598496225
913	0.1597328121
914	0.1596487009
915	0.1595929981
916	0.1594876866
917	0.1593373475
918	0.1592539527
919	0.1591522782
920	0.1591024694
921	0.1590157325
922	0.1589597911
923	0.1589181682
924	0.1588278547
925	0.1587234288
926	0.1586393423
927	0.1585378225
928	0.1584286269
929	0.1583503809
930	0.1582229042
931	0.1581565645
932	0.1581088278
933	0.1580411679
934	0.1579960293
935	0.1578876244
936	0.1578480389
937	0.157752414
938	0.1576968557
939	0.1576515405
940	0.1575422216
941	0.1575132414
942	0.1574110207
943	0.1573425275
944	0.1572488354
945	0.1572003846
946	0.1570859247
947	0.1570377678
948	0.156995499
949	0.1569478179
950	0.1568938762
951	0.1568205066
952	0.1567560748
953	0.1566462111
954	0.1565491929
955	0.1564856754
956	0.1563969223
957	0.1563408912
958	0.1562710893
959	0.156201385
960	0.1561538812
961	0.1561010694
962	0.1560432974
963	0.1558790666
964	0.1557630219
965	0.1557020267
966	0.155630235
967	0.1555945808
968	0.1554978946
969	0.1554005201
970	0.1553253722
971	0.155278643
972	0.1551793851
973	0.1550747626
974	0.1550081403
975	0.1549108609
976	0.1548453288
977	0.1548130753
978	0.1547375747
979	0.1546785083
980	0.1545969614
981	0.1544827677
982	0.1544220534
983	0.1543520371
984	0.1542510811
985	0.154157327
986	0.1541118168
987	0.1540472136
988	0.1539696873
989	0.1538879102
990	0.1538130607
991	0.1537352788
992	0.1536736326
993	0.1536166079
994	0.153525402
995	0.1534462585
996	0.153390894
997	0.153329177
998	0.1532797245
999	0.1531993671
